brend_field,oem_field,name_field,weight_field,volume_field
hyundai / kia,0023219052,SEALANT,1.115,3.042
hyundai / kia,084B410416,WIPER BLADE ASSY,0.116,0.525
hyundai / kia,084B410418,WIPER BLADE ASSY,0.125,0.57
hyundai / kia,084B410422,WIPER BLADE ASSY,0.183,0.83
hyundai / kia,084B410424,WIPER BLADE ASSY,0.231,1.05
hyundai / kia,084B410426,WIPER BLADE ASSY,0.219,0.995
hyundai / kia,0B59068865LK,"CLIP, PLASTIC",0.001,0.003
hyundai / kia,0F28513111A,"GASKET, INLET MANIFOLD METAL",0.073,0.198
hyundai / kia,0G03250037A,"CLIP, PLASTIC",0.002,0.006
hyundai / kia,0K01217929,"SLEEVE COLLAR, GEARBOX HUB",0.094,0.255
hyundai / kia,0K04533242,"BUSHING, SEAL KIT RING",0.01,0.027
hyundai / kia,0K04L64523C96,"PLUG, METAL",0.031,0.084
hyundai / kia,0K2N118891,"SENSOR ASSY, TEMPERATURE",0.081,0.222
hyundai / kia,0K2N315186B,RUBBER TUBE,0.265,1.205
hyundai / kia,0K2NC10271,"GASKET, CYLINDER HEAD METAL",0.143,0.39
hyundai / kia,0K30A18921,"SENSOR ASSY, KNOCK CONTROL",0.22,0.6
hyundai / kia,0K30C15930B,FERROUS PIPE,0.132,15.0
hyundai / kia,0K46723430,"SENSOR ASSY, FUEL LEVEL",0.059,0.27
hyundai / kia,0K53A68510AGE,"MOULDING ASSY, PLASTIC",0.308,1.4
hyundai / kia,0K55350611A,"MOULDING ASSY, OUTSIDE",0.044,0.2
hyundai / kia,0K55W20490B,"FILTER ASSY, FUEL PUMP",0.088,0.4
hyundai / kia,0K60A15186A,RUBBER TUBE,0.201,0.915
hyundai / kia,0K62218510,"SENSOR ASSY, TEMPERATURE",0.031,0.084
hyundai / kia,0K78K61C20,SWITCH ASSY,0.03,0.135
hyundai / kia,1573318000,"PLUG, METAL",0.006,0.015
hyundai / kia,1573418000,"PLUG, METAL",0.006,0.015
hyundai / kia,1573425000,"PLUG, METAL",0.017,0.045
hyundai / kia,1864755007L,LIGHT BULB,0.039,0.35
hyundai / kia,2133021010,"BRACKET, MOUNTING RADIATOR",0.123,5.0
hyundai / kia,213512X600,"COVER ASSY, TIMING GEAR",0.102,1.0
hyundai / kia,21830B1100,"BODY PANNEL, CROSS MEMBER",2.82,50.0
hyundai / kia,2231103445,"GASKET, CYLINDER HEAD METAL",0.196,0.534
hyundai / kia,223112C200,"GASKET, CYLINDER HEAD METAL",0.217,0.591
hyundai / kia,223112F600,"GASKET, CYLINDER HEAD METAL",0.516,1.407
hyundai / kia,243552B600,"SENSOR ASSY, OIL PRESSURE",0.157,0.429
hyundai / kia,243552B700,"SENSOR ASSY, OIL PRESSURE",0.163,0.444
hyundai / kia,243752G500,"SENSOR ASSY, OIL LEVEL",0.16,0.435
hyundai / kia,2447125052,"BRACKET, PLASTIC",0.037,0.102
hyundai / kia,2524082200,"SENSOR ASSY, ABS",0.195,0.531
hyundai / kia,253332G000,"BRACKET, MOUNTING RADIATOR",0.512,5.0
hyundai / kia,253501W052,"SHROUD ASSY, FAN",1.133,15.0
hyundai / kia,25350D7600,"SHROUD ASSY, FAN",2.409,15.0
hyundai / kia,254113X650,RUBBER TUBE,0.264,1.2
hyundai / kia,2541143651,RUBBER TUBE,0.145,0.66
hyundai / kia,2541143653,RUBBER TUBE,0.169,0.77
hyundai / kia,25411F2050,RUBBER TUBE,0.207,0.94
hyundai / kia,254121C000,RUBBER TUBE,0.534,2.425
hyundai / kia,254121G000,RUBBER TUBE,0.356,1.62
hyundai / kia,2541225000,"HOSE ASSY, WINDSHIELD WASHER",0.349,1.585
hyundai / kia,254122J100,RUBBER TUBE,0.564,2.565
hyundai / kia,254125A000,RUBBER TUBE,0.319,1.45
hyundai / kia,254138D100,RUBBER TUBE,0.773,3.515
hyundai / kia,254143S000,RUBBER TUBE,0.618,2.81
hyundai / kia,25414C1150,RUBBER TUBE,0.439,1.995
hyundai / kia,254153K200,"HOSE ASSY, WINDSHIELD WASHER",0.437,1.985
hyundai / kia,2546122640,FERROUS PIPE,0.66,15.0
hyundai / kia,254683C810,"HOSE ASSY, WINDSHIELD WASHER",0.034,0.155
hyundai / kia,2546922601,RUBBER TUBE,0.08,0.365
hyundai / kia,2547222600,RUBBER TUBE,0.034,0.155
hyundai / kia,2547226001,RUBBER TUBE,0.173,0.785
hyundai / kia,254722E000,RUBBER TUBE,0.152,0.69
hyundai / kia,256002G010,"SENSOR ASSY, TEMPERATURE",0.171,0.465
hyundai / kia,256201U500,OIL COOLER ASSY,1.038,9.0
hyundai / kia,256202W500,OIL COOLER ASSY,1.034,9.0
hyundai / kia,25620D3000,OIL COOLER ASSY,1.045,9.0
hyundai / kia,2562238000,RUBBER TUBE,0.127,0.575
hyundai / kia,2641003HA0,OIL COOLER ASSY,0.633,9.0
hyundai / kia,264102E010,OIL COOLER ASSY,7.37,9.0
hyundai / kia,264102G000,OIL COOLER ASSY,0.482,9.0
hyundai / kia,264102G001,OIL COOLER ASSY,0.655,9.0
hyundai / kia,2671026711,"HOSE ASSY, WINDSHIELD WASHER",0.045,0.205
hyundai / kia,2683641000,"HOSE ASSY, WINDSHIELD WASHER",0.081,0.37
hyundai / kia,2690193400,"ABSORBER ASSY, BUMPER ENERGY",1.049,1.5
hyundai / kia,281101M400,AIR INTAKE CLEANER ASSY,1.815,3.5
hyundai / kia,281404H200,"REGISTER ASSY, INSTRUMENT PANEL",0.675,3.07
hyundai / kia,2816437100,"SENSOR ASSY, AIR FUEL RATIO",0.232,0.633
hyundai / kia,281643C100,"SENSOR ASSY, AIR FUEL RATIO",0.392,1.068
hyundai / kia,281913F000,"RESERVOIR ASSY, COOLANT ",0.127,1.0
hyundai / kia,282102S000,RUBBER TUBE,0.322,1.465
hyundai / kia,282104H000,"RESONATOR ASSY, AIR INTAKE",0.474,2.155
hyundai / kia,2824642600,FERROUS PIPE,0.129,15.0
hyundai / kia,285103CZU0,EXHAUST MANIFOLD ASSY,2.059,15.0
hyundai / kia,286102S131,EXHAUST PIPE,2.399,8.0
hyundai / kia,286502E151,"EXHAUST PIPE, MUFFLER",5.159,25.0
hyundai / kia,2875123420,"GASKET, EXHAUST MANIFOLD",0.032,0.087
hyundai / kia,287513S000,"GASKET, EXHAUST PIPE METAL",0.024,0.066
hyundai / kia,2876534050,"GASKET, EXHAUST PIPE METAL",0.047,0.129
hyundai / kia,291103U000,"COVER ASSY, ENGINE SPLASH SHIELD",2.75,15.0
hyundai / kia,29110N7000,"COVER ASSY, ENGINE SPLASH SHIELD",2.365,15.0
hyundai / kia,29110S9000,"COVER ASSY, PLASTIC",2.343,10.65
hyundai / kia,291202G200,"COVER ASSY, ENGINE SPLASH SHIELD",4.708,15.0
hyundai / kia,291302S100,"COVER ASSY, ENGINE SPLASH SHIELD",0.44,15.0
hyundai / kia,291353K550,"MOULDING ASSY, PLASTIC",0.053,0.24
hyundai / kia,291353M010,"MOULDING ASSY, PLASTIC",0.2,0.91
hyundai / kia,291353M100,"MOULDING ASSY, PLASTIC",0.09,0.41
hyundai / kia,2921537100,"GASKET, INLET MANIFOLD METAL",0.02,0.054
hyundai / kia,3109017000,"FILTER ASSY, FUEL PUMP",0.021,0.095
hyundai / kia,310902E000,"FILTER ASSY, FUEL PUMP",0.018,0.08
hyundai / kia,310902E900,"FILTER ASSY, FUEL PUMP",0.021,0.095
hyundai / kia,31090B2000,"FILTER ASSY, FUEL PUMP",0.045,0.205
hyundai / kia,311121W000,"FILTER ASSY, FUEL PUMP",0.322,1.465
hyundai / kia,311122P000,"FILTER ASSY, FUEL PUMP",0.301,1.37
hyundai / kia,311123Q500,"FILTER ASSY, FUEL PUMP",0.31,1.41
hyundai / kia,311123R000,"FILTER ASSY, FUEL PUMP",0.333,1.515
hyundai / kia,311123R600,"FILTER ASSY, FUEL PUMP",0.249,1.13
hyundai / kia,31112A70A0,"FILTER ASSY, FUEL PUMP",0.347,1.575
hyundai / kia,31112B1000,"FILTER ASSY, FUEL PUMP",0.328,1.49
hyundai / kia,31112C1000,"FILTER ASSY, FUEL PUMP",0.275,1.25
hyundai / kia,31112C9000,"FILTER ASSY, FUEL PUMP",0.344,1.565
hyundai / kia,311503E300,"SENSOR ASSY, FUEL LEVEL",0.116,0.525
hyundai / kia,313551J000,"BRACKET, PLASTIC",0.013,0.036
hyundai / kia,314014A010,"SENSOR ASSY, OIL PRESSURE",0.085,0.231
hyundai / kia,3143083010,FERROUS PIPE,0.231,15.0
hyundai / kia,319213A810,"SENSOR ASSY, FUEL ",0.064,0.174
hyundai / kia,319241C400,"SENSOR ASSY, TEMPERATURE",0.055,0.15
hyundai / kia,328764B000,"PLUG, PLASTIC",0.003,0.009
hyundai / kia,351002F600,"SENSOR ASSY, AIR FUEL RATIO",0.824,2.247
hyundai / kia,3510239000,"SENSOR ASSY, THROTTLE POSITION",0.058,0.159
hyundai / kia,3515002600,"VALVE ASSY, IDLE SPEED CONTROL",0.21,0.573
hyundai / kia,3515022600,"SENSOR ASSY, SPEED",0.21,0.573
hyundai / kia,3515023700,"VALVE ASSY, IDLE SPEED CONTROL",0.221,0.603
hyundai / kia,3515633271,"GASKET, WATER BY-PASS PAPER",0.002,0.006
hyundai / kia,361382X000,"SLEEVE, RING METAL",0.019,0.051
hyundai / kia,3831383800,"SLEEVE, RING METAL",0.028,0.075
hyundai / kia,3837783110,"GASKET, WATER BY-PASS PAPER",0.024,0.066
hyundai / kia,3918004200,"SENSOR ASSY, CRANKSHAFT POSITION",0.275,0.75
hyundai / kia,3918025300,"SENSOR ASSY, CRANKSHAFT POSITION",0.095,0.258
hyundai / kia,3918026900,"SENSOR ASSY, CRANKSHAFT POSITION",0.099,0.27
hyundai / kia,3918027000,"SENSOR ASSY, CRANKSHAFT POSITION",0.09,0.246
hyundai / kia,391802B000,"SENSOR ASSY, CRANKSHAFT POSITION",0.075,0.204
hyundai / kia,3922003HA0,"SENSOR ASSY, TEMPERATURE",0.011,0.03
hyundai / kia,392203C100,"SENSOR ASSY, TEMPERATURE",0.044,0.12
hyundai / kia,3923026600,"SENSOR ASSY, TEMPERATURE",0.107,0.291
hyundai / kia,392503E120,"SENSOR ASSY, KNOCK CONTROL",0.083,0.225
hyundai / kia,3930022600,"SENSOR ASSY, OIL PRESSURE",0.044,0.12
hyundai / kia,393002B000,"SENSOR ASSY, OIL PRESSURE",0.035,0.096
hyundai / kia,3931002200,"SENSOR ASSY, ABS",0.164,0.447
hyundai / kia,3931038050,"SENSOR ASSY, CRANKSHAFT POSITION",0.05,0.135
hyundai / kia,393103C100,"SENSOR ASSY, CRANKSHAFT POSITION",0.039,0.105
hyundai / kia,3935025000,"SENSOR ASSY, CAMSHAFT",0.026,0.072
hyundai / kia,393502M400,"SENSOR ASSY, CRANKSHAFT POSITION",0.021,0.057
hyundai / kia,414702D011,"MOTOR ASSY, BLOWER",5.194,14.166
hyundai / kia,4163122060,FERROUS PIPE,0.069,15.0
hyundai / kia,416400U100DS,"HOSE ASSY, WINDSHIELD WASHER",0.078,0.355
hyundai / kia,4262039200,"SENSOR ASSY, SPEED",0.037,0.102
hyundai / kia,4262139200,"SENSOR ASSY, SPEED",0.037,0.102
hyundai / kia,4270023000,SWITCH ASSY,0.135,0.615
hyundai / kia,4270026700,SWITCH ASSY,0.189,0.86
hyundai / kia,427002H000,SWITCH ASSY,0.185,0.84
hyundai / kia,427003B010,"SWITCH ASSY, NEUTRAL START",0.165,0.45
hyundai / kia,4337402504,"RING SET, SYNCHRONIZER",0.057,0.156
hyundai / kia,4337425470,"RING SET, SYNCHRONIZER",0.116,0.315
hyundai / kia,4569122610,SWITCH ASSY,0.094,0.425
hyundai / kia,4595628010,SWITCH ASSY,0.171,0.775
hyundai / kia,47354H1010,"SENSOR ASSY, SPEED",0.076,0.207
hyundai / kia,52933C1100,"SENSOR ASSY, TIRE PRESSURE MONITOR",0.045,0.123
hyundai / kia,558303M000,"SENSOR ASSY, HEIGHT CONTROL",0.154,0.42
hyundai / kia,575302G100,RUBBER TUBE,0.189,0.86
hyundai / kia,575312F700,RUBBER TUBE,0.107,0.485
hyundai / kia,5757107000,RUBBER TUBE,0.136,0.62
hyundai / kia,5838631000,"PLUG, BODY PANEL",0.004,0.012
hyundai / kia,587311H000,"HOSE ASSY, WINDSHIELD WASHER",0.219,0.995
hyundai / kia,587311M000,"HOSE ASSY, WINDSHIELD WASHER",0.224,1.02
hyundai / kia,587312B000,"HOSE ASSY, WINDSHIELD WASHER",0.169,0.77
hyundai / kia,587312G000DS,"HOSE ASSY, WINDSHIELD WASHER",0.189,0.86
hyundai / kia,587312J000,"HOSE ASSY, WINDSHIELD WASHER",0.171,0.775
hyundai / kia,587313J000,"HOSE ASSY, WINDSHIELD WASHER",0.171,0.775
hyundai / kia,587313R000,"HOSE ASSY, WINDSHIELD WASHER",0.095,0.43
hyundai / kia,58731A6000,"HOSE ASSY, WINDSHIELD WASHER",0.223,1.015
hyundai / kia,587322B010,"HOSE ASSY, WINDSHIELD WASHER",0.152,0.69
hyundai / kia,587322J000,"HOSE ASSY, WINDSHIELD WASHER",0.022,0.1
hyundai / kia,587323L001,"HOSE ASSY, WINDSHIELD WASHER",0.328,1.49
hyundai / kia,5873734000,"HOSE ASSY, WINDSHIELD WASHER",0.083,0.375
hyundai / kia,58737H8000,"HOSE ASSY, WINDSHIELD WASHER",0.311,1.415
hyundai / kia,587383S301,"HOSE ASSY, WINDSHIELD WASHER",0.158,0.72
hyundai / kia,59810A6300,"SENSOR ASSY, ABS",0.174,0.474
hyundai / kia,641011G001,"PANEL ASSY, MOUNTING RADIATOR",5.775,30.0
hyundai / kia,641011W001,"PANEL ASSY, MOUNTING RADIATOR",5.83,30.0
hyundai / kia,641013J000,"PANEL ASSY, BODY",8.36,30.4
hyundai / kia,641013M000,"PANEL ASSY, BODY",5.852,21.28
hyundai / kia,641013X003,"PANEL ASSY, MOUNTING RADIATOR",5.335,30.0
hyundai / kia,64101A7001,"PANEL ASSY, MOUNTING RADIATOR",8.25,30.0
hyundai / kia,64101A7600,"SUPPORT ASSY, RADIATOR",8.129,30.0
hyundai / kia,64101D3000,"PANEL ASSY, MOUNTING RADIATOR",7.909,30.0
hyundai / kia,64101J9000,"PANEL ASSY, MOUNTING RADIATOR",6.655,30.0
hyundai / kia,64118F2000,"BRACKET, PLASTIC",0.307,0.837
hyundai / kia,645013L100,"COVER ASSY, FENDER SPLASH SHIELD",7.7,50.0
hyundai / kia,65523D2000,"BODY PART, FLOOR",3.74,10.0
hyundai / kia,66310F2500,"FENDER COVER, MOLDING",4.224,45.0
hyundai / kia,663111R350,"FENDER COVER, MOLDING",1.914,45.0
hyundai / kia,66320F2000,"FENDER COVER, MOLDING",4.257,45.0
hyundai / kia,663213W000,"FENDER COVER, MOLDING",2.915,45.0
hyundai / kia,663214H401,"FENDER COVER, MOLDING",4.95,45.0
hyundai / kia,664000X020,HOOD,14.3,40.0
hyundai / kia,66400B8000,HOOD,24.618,40.0
hyundai / kia,66400F2000,HOOD,22.22,40.0
hyundai / kia,66400M6000,HOOD,25.432,40.0
hyundai / kia,69513G2000,"COVER ASSY, PLASTIC",0.223,1.015
hyundai / kia,711124E550,"BODY PANEL, SIDE",14.487,100.0
hyundai / kia,7612129510,DOOR ASSY,8.624,50.0
hyundai / kia,77003D9000,DOOR ASSY,17.38,50.0
hyundai / kia,77004D9000,DOOR ASSY,17.567,50.0
hyundai / kia,7714055008,"DOOR ASSY, LUGGAGE COMPARTMENT",11.0,50.0
hyundai / kia,811802B000,"BRACKET, PLASTIC",0.035,0.096
hyundai / kia,812601R000,"SWITCH ASSY, LUGGAGE COMPARTMENT ",0.033,0.09
hyundai / kia,812601W220,"SWITCH ASSY, LUGGAGE COMPARTMENT ",0.032,0.087
hyundai / kia,8127939000,"CLIP, PLASTIC",0.001,0.003
hyundai / kia,813353B000NF,"PLUG, PLASTIC",0.007,0.018
hyundai / kia,813648D100,"PLUG, BODY PANEL",0.007,0.018
hyundai / kia,816162S000,"GLASS ASSY, SUNROOF",14.267,30.0
hyundai / kia,816163S000,"GLASS ASSY, REAR ",10.45,40.0
hyundai / kia,816303V000,"GLASS ASSY, SUNROOF",13.2,30.0
hyundai / kia,816483S000,"BRACKET, PLASTIC",0.028,0.075
hyundai / kia,817401G200XI,"HEADLINING ASSY, INTERIOR",0.15,20.0
hyundai / kia,817903E000,"PLUG, PLASTIC",0.053,0.144
hyundai / kia,822201C001,"WEATHERSTRIP, DOOR GLASS",0.154,0.42
hyundai / kia,8230107230EQ,"BOARD DOOR, PANEL TRIM",4.895,22.25
hyundai / kia,8235426000,"REGISTER ASSY, INSTRUMENT PANEL",0.217,0.985
hyundai / kia,825302G000,"WEATHERSTRIP, DOOR GLASS",0.439,1.197
hyundai / kia,826523K030,"COVER ASSY, PLASTIC",0.018,0.08
hyundai / kia,826523V000RER,"PLUG, PLASTIC",0.012,0.033
hyundai / kia,832803W010,"MOULDING ASSY, PLASTIC",0.138,0.625
hyundai / kia,84225J3000,"COVER ASSY, ENGINE SPLASH SHIELD",1.309,15.0
hyundai / kia,846203XAA0RY,"GLOVE BOX, ASSY",0.352,3.0
hyundai / kia,84670A6200RY,"REGISTER ASSY, INSTRUMENT PANEL",0.692,3.145
hyundai / kia,846803XAA04X,"MOULDING ASSY, PLASTIC",0.338,1.535
hyundai / kia,847502P100VA,"MOULDING ASSY, PLASTIC",0.535,2.43
hyundai / kia,848303L000K7,"PANEL ASSY, INTERIOR",0.282,5.0
hyundai / kia,8510122250,INNER MIRROR ASSY,0.375,1.023
hyundai / kia,851013X100,INNER MIRROR ASSY,0.517,1.41
hyundai / kia,853252F400,"CLIP, PLASTIC",0.002,0.006
hyundai / kia,8532643300I,"CLIP, PLASTIC",0.002,0.006
hyundai / kia,85730L2000WK,"COVER ASSY, ENGINE SPLASH SHIELD",1.408,15.0
hyundai / kia,858904D500QW,"PANEL ASSY, LUGGAGE COMPARTMENT",0.8,20.0
hyundai / kia,861101F011,"GLASS ASSY, WINDSHIELD ",15.125,40.0
hyundai / kia,861101V910,"GLASS ASSY, WINDSHIELD ",14.564,40.0
hyundai / kia,861101W090,"GLASS ASSY, WINDSHIELD ",13.2,40.0
hyundai / kia,861501R000,"PANEL ASSY, BODY",3.465,12.6
hyundai / kia,863001E000,"EMBLEM NAME PLATE, PLASTIC",0.013,0.036
hyundai / kia,863002B100,"EMBLEM NAME PLATE, PLASTIC",0.029,0.078
hyundai / kia,863101G100,"EMBLEM NAME PLATE, PLASTIC",0.03,0.081
hyundai / kia,863102B500,"EMBLEM NAME PLATE, PLASTIC",0.015,0.042
hyundai / kia,86310G8100,"EMBLEM NAME PLATE, PLASTIC",0.309,0.843
hyundai / kia,863112C010,"EMBLEM NAME PLATE, PLASTIC",0.004,0.012
hyundai / kia,863203X000,"EMBLEM NAME PLATE, PLASTIC",0.026,0.072
hyundai / kia,863213K000,"EMBLEM NAME PLATE, PLASTIC",0.01,0.027
hyundai / kia,863271R000,"EMBLEM NAME PLATE, PLASTIC",0.006,0.015
hyundai / kia,863322B510,"EMBLEM NAME PLATE, PLASTIC",0.012,0.033
hyundai / kia,863413D000,"EMBLEM NAME PLATE, PLASTIC",0.013,0.036
hyundai / kia,863503W030,"GRILLE ASSY, RADIATOR",1.689,10.0
hyundai / kia,86350M6000,"GRILLE ASSY, RADIATOR",3.113,10.0
hyundai / kia,863513M000,"GRILLE ASSY, RADIATOR",0.99,10.0
hyundai / kia,86351L2310,"GRILLE ASSY, RADIATOR",1.166,10.0
hyundai / kia,86510K0000,BUMBER COVER ASSY ,3.212,25.0
hyundai / kia,865111J500,BUMBER COVER ASSY ,4.235,25.0
hyundai / kia,865114F510,BUMBER COVER ASSY ,3.795,25.0
hyundai / kia,86511A7000,BUMBER COVER ASSY ,4.719,25.0
hyundai / kia,86511F1500,BUMBER COVER ASSY ,3.96,25.0
hyundai / kia,865124H000,BUMBER COVER ASSY ,3.85,25.0
hyundai / kia,86512S1000,BUMBER COVER ASSY ,2.64,25.0
hyundai / kia,865131W200,"BRACKET, PLASTIC",0.065,0.177
hyundai / kia,86513A5000,"BRACKET, PLASTIC",0.055,0.15
hyundai / kia,865142V000,"BRACKET, PLASTIC",0.033,0.09
hyundai / kia,865143U000,"BRACKET, PLASTIC",0.131,0.357
hyundai / kia,865172S000,"PLUG, PLASTIC",0.004,0.012
hyundai / kia,865173L700,"MOULDING ASSY, BUMPER COVER",0.156,25.0
hyundai / kia,865173V000,"PLUG, PLASTIC",0.033,0.09
hyundai / kia,865183L700,"MOULDING ASSY, BUMPER COVER",0.154,25.0
hyundai / kia,86520A5025,"ABSORBER ASSY, BUMPER ENERGY",0.286,1.5
hyundai / kia,86521F1100,"MOULDING ASSY, BUMPER COVER",0.477,25.0
hyundai / kia,865231C300,"BUMPER, SUPPORT MOUNT  ",0.693,5.0
hyundai / kia,86552B2000,"BRACKET, PLASTIC",0.122,0.333
hyundai / kia,865601A000,"GRILLE ASSY, RADIATOR",0.741,10.0
hyundai / kia,865622P500,"MOULDING ASSY, BUMPER COVER",0.729,25.0
hyundai / kia,86563A2600,"MOULDING ASSY, OUTSIDE",0.469,2.13
hyundai / kia,86564A2610,"MOULDING ASSY, OUTSIDE",0.288,1.31
hyundai / kia,86574D4000,"RESONATOR ASSY, AIR INTAKE",0.209,0.95
hyundai / kia,865772W000,"BRACKET, PLASTIC",0.019,0.051
hyundai / kia,865831R000,"BRACKET, PLASTIC",0.064,0.174
hyundai / kia,865883X700,"PLUG, PLASTIC",0.006,0.015
hyundai / kia,86590280004X,"CLIP, PLASTIC",0.002,0.006
hyundai / kia,865903S000,"CLIP, PLASTIC",0.002,0.006
hyundai / kia,86591F2000,"BUMPER, SUPPORT MOUNT  ",0.385,5.0
hyundai / kia,865921C300,"BRACKET, PLASTIC",0.04,0.108
hyundai / kia,86595F1510,"MOULDING ASSY, PLASTIC",0.165,0.75
hyundai / kia,86596F1510,"MOULDING ASSY, OUTSIDE",0.198,0.9
hyundai / kia,86610H6510,BUMBER COVER ASSY ,4.51,25.0
hyundai / kia,86610L1010,BUMBER COVER ASSY ,4.334,25.0
hyundai / kia,866111J500,BUMBER COVER ASSY ,4.763,25.0
hyundai / kia,86611A7000,BUMBER COVER ASSY ,4.4,25.0
hyundai / kia,86611A7810,BUMBER COVER ASSY ,3.568,25.0
hyundai / kia,86612M6010,"MOULDING ASSY, BUMPER COVER",5.467,25.0
hyundai / kia,86613D2000,"BRACKET, PLASTIC",0.968,2.64
hyundai / kia,866173M000,"PLUG, PLASTIC",0.009,0.024
hyundai / kia,866208A105,"MOULDING ASSY, PLASTIC",1.43,6.5
hyundai / kia,86650K0010,BUMBER COVER ASSY ,2.695,25.0
hyundai / kia,86650S8000,BUMBER COVER ASSY ,2.904,25.0
hyundai / kia,866652W510,"MOULDING ASSY, BUMPER COVER",2.09,7.0
hyundai / kia,86692D3000,INSULATOR ASSY,0.295,1.34
hyundai / kia,868103J000,"COVER ASSY, FENDER SPLASH SHIELD",1.1,10.0
hyundai / kia,8681117000,"COVER ASSY, FENDER SPLASH SHIELD",0.627,10.0
hyundai / kia,868112S700,"COVER ASSY, FENDER SPLASH SHIELD",1.051,10.0
hyundai / kia,868113X700,"COVER ASSY, FENDER SPLASH SHIELD",0.858,10.0
hyundai / kia,868114Y000,"COVER ASSY, FENDER SPLASH SHIELD",0.55,10.0
hyundai / kia,86811D7000,"COVER ASSY, FENDER SPLASH SHIELD",1.419,10.0
hyundai / kia,86811F2001,"COVER ASSY, ENGINE SPLASH SHIELD",1.012,15.0
hyundai / kia,868121R000,"COVER ASSY, FENDER SPLASH SHIELD",0.616,10.0
hyundai / kia,868123D000,"COVER ASSY, FENDER SPLASH SHIELD",0.781,10.0
hyundai / kia,868123K500,"COVER ASSY, FENDER SPLASH SHIELD",0.859,10.0
hyundai / kia,868123L000,"COVER ASSY, FENDER SPLASH SHIELD",1.001,10.0
hyundai / kia,868123U010,"COVER ASSY, FENDER SPLASH SHIELD",0.737,10.0
hyundai / kia,868124Y000,"COVER ASSY, FENDER SPLASH SHIELD",0.66,10.0
hyundai / kia,86812C1000,"COVER ASSY, FENDER SPLASH SHIELD",0.979,10.0
hyundai / kia,86812L1000,"COVER ASSY, FENDER SPLASH SHIELD",1.364,10.0
hyundai / kia,868202B200,"COVER ASSY, FENDER SPLASH SHIELD",3.113,10.0
hyundai / kia,868213X700,"COVER ASSY, FENDER SPLASH SHIELD",0.484,10.0
hyundai / kia,868233Z000,"COVER ASSY, FENDER SPLASH SHIELD",0.605,10.0
hyundai / kia,868243Z000,"COVER ASSY, FENDER SPLASH SHIELD",0.528,10.0
hyundai / kia,868402B200,"COVER ASSY, FENDER SPLASH SHIELD",1.001,10.0
hyundai / kia,8684205500,"CLIP, PLASTIC",0.152,0.414
hyundai / kia,871102T000,"GLASS ASSY, REAR ",11.0,40.0
hyundai / kia,87110H8030,"GLASS ASSY, WINDSHIELD ",5.302,40.0
hyundai / kia,872331R000,"CLIP, PLASTIC",0.003,0.009
hyundai / kia,872522B500FBM,"MOULDING ASSY, OUTSIDE",0.178,0.81
hyundai / kia,872523J001,"MOULDING ASSY, PLASTIC",0.282,1.28
hyundai / kia,872612S000,"MOULDING ASSY, PLASTIC",0.158,0.72
hyundai / kia,87293D9000,"PLUG, PLASTIC",0.009,0.024
hyundai / kia,876103A100EB,"PLUG, PLASTIC",0.05,0.135
hyundai / kia,876103A100YK,"BRACKET, PLASTIC",0.052,0.141
hyundai / kia,87616G2100,"COVER ASSY, OUTER MIRROR",0.163,0.74
hyundai / kia,87703H1000,"CLIP, PLASTIC",0.002,0.006
hyundai / kia,877053F000,"CLIP, PLASTIC",0.002,0.006
hyundai / kia,8771134510NWBR,"MOULDING ASSY, PLASTIC",0.054,0.245
hyundai / kia,87711S1AA0CA,FENDER FLARE,1.738,10.0
hyundai / kia,877222W000CA,"MOULDING ASSY, PLASTIC",1.969,8.95
hyundai / kia,877513U000,"MOULDING ASSY, PLASTIC",2.12,9.635
hyundai / kia,87751D4010,STEP BAR ASSY,5.819,20.0
hyundai / kia,87751F1100,"MOULDING ASSY, OUTSIDE",2.86,13.0
hyundai / kia,87752G6300,"MOULDING ASSY, PLASTIC",1.958,8.9
hyundai / kia,87756D3000,"CLIP, PLASTIC",0.003,0.009
hyundai / kia,877624A300YKBR,"MOULDING ASSY, PLASTIC",1.988,9.035
hyundai / kia,877742C700,"MOULDING ASSY, PLASTIC",0.167,0.76
hyundai / kia,921012G020,HEADLAMP ASSY,3.927,15.0
hyundai / kia,92101D3100,HEADLAMP ASSY,7.153,15.0
hyundai / kia,92101S1100,HEADLAMP ASSY,3.63,15.0
hyundai / kia,9211025020,HEADLAMP ASSY,2.541,15.0
hyundai / kia,921261W000,"COVER ASSY, PLASTIC",0.061,0.275
hyundai / kia,921312S500,"BRACKET, PLASTIC",0.028,0.075
hyundai / kia,92201FD000,HEADLAMP ASSY,0.44,15.0
hyundai / kia,92280L1000,HEADLAMP ASSY,1.419,15.0
hyundai / kia,924012B020,"LAMP ASSY, REAR",1.846,5.0
hyundai / kia,924012W035,HEADLAMP ASSY,1.58,15.0
hyundai / kia,92401F2000,"LAMP ASSY, REAR",2.769,5.0
hyundai / kia,92401S8100,"LAMP ASSY, REAR",3.927,5.0
hyundai / kia,924021E000,"LAMP ASSY, REAR",1.322,5.0
hyundai / kia,924022B000,HEADLAMP ASSY,1.76,15.0
hyundai / kia,924022B020,"LAMP ASSY, REAR",1.86,5.0
hyundai / kia,924022W030,"LAMP ASSY, REAR",2.019,5.0
hyundai / kia,924024F010,"LAMP ASSY, REAR",1.438,5.0
hyundai / kia,924052P600,"LAMP ASSY, REAR",2.146,5.0
